# ::id 2058006
# ::tok Я и думать забыл про злополучный болт и молоток , про жажду и смерть .
# ::alignments 0-1.1.1 1-1.2 2-1.1.2 3-1.1.3 4-1.1.4.7.1 5-1.1.4.7.2.2 6-1.1.4.7.3 7-1.1.4.1 8-1.1.4.2 10-1.1.4.3.1 11-1.1.4.3.2.2 12-1.1.4.4 13-1.1.4.5.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v4 / label~e.0)
           :P (v5 / label~e.2)
           :D (v6 / label~e.3)
           :A (v7 / label
                  :N (v8 / label~e.7)
                  :C (v9 / label~e.8)
                  :C (v10 / label
                          :R (v14 / label~e.10)
                          :C (v15 / label
                                  :A (v21 / label)
                                  :S (v22 / label~e.11)))
                  :N (v11 / label~e.12)
                  :C (v12 / label
                          :A (v16 / label)
                          :P (v17 / label~e.13))
                  :C (v13 / label
                          :R (v18 / label~e.4)
                          :E (v19 / label
                                  :A (v20 / label~e.6)
                                  :S (v23 / label~e.5))
                          :C v20)))
    :L (v3 / label~e.1))
