# ::id 2087009
# ::tok Хотел бы я знать , зачем звезды светятся , - задумчиво сказал он . - Наверно , затем , чтобы рано или поздно каждый мог снова отыскать свою . Смотри , вот моя планета - прямо над нами ... Но как до нее далеко ! -
# ::alignments 0-1.1.1.1.2 2-1.1.1.1.4 3-1.1.1.1.5 5-1.1.1.1.6.1 6-1.1.1.3.6.2 7-1.1.1.1.6.2.2 10-1.1.3 11-1.1.7 12-1.1.8 15-1.1.1.2.1 17-1.1.1.2.2 19-1.1.1.2.2 20-1.1.1.3.1.1 21-1.1.1.3.1.2 22-1.1.1.3.1.3 23-1.1.1.3.2 24-1.1.1.3.3 25-1.1.1.3.4 26-1.1.1.3.5 27-1.1.1.3.6.1 29-1.1.1.4.2 31-1.1.1.4.3.1.2 32-1.1.1.4.3.1.3.1 33-1.1.1.4.3.2.4 35-1.1.1.4.3.2.1 36-1.1.1.4.3.2.2 37-1.1.1.4.3.2.3 39-1.1.1.5 40-1.1.1.6.1 41-1.1.1.6.2.1 42-1.1.1.6.2.2 43-1.1.1.6.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :H (v7 / label
                         :D (v13 / label~e.0)
                         :A (v14 / label~e.2)
                         :P (v15 / label~e.3)
                         :A (v16 / label
                                 :H (v31 / label~e.5)
                                 :H (v32 / label
                                         :A (v37 / label~e.6)
                                         :P (v42 / label~e.7))))
                  :L (v8 / label
                         :E (v17 / label~e.15)
                         :C (v18 / label~e.17,19))
                  :H (v9 / label
                         :T (v19 / label
                                 :C (v33 / label~e.20)
                                 :N (v34 / label~e.21)
                                 :C (v35 / label~e.22))
                         :A (v20 / label~e.23)
                         :D (v21 / label~e.24)
                         :D (v22 / label~e.25)
                         :P (v23 / label~e.26)
                         :A (v24 / label
                                 :E (v36 / label~e.27)
                                 :C v37))
                  :H (v10 / label
                          :A (v25 / label)
                          :P (v26 / label~e.29)
                          :A (v27 / label
                                  :H (v38 / label
                                          :S (v43 / label)
                                          :A (v44 / label~e.31)
                                          :A (v45 / label
                                                  :E (v50 / label~e.32)
                                                  :C (v49 / label~e.33)))
                                  :H (v39 / label
                                          :D (v46 / label~e.35)
                                          :S (v47 / label~e.36)
                                          :A (v48 / label~e.37)
                                          :A v49)))
                  :L (v11 / label~e.39)
                  :H (v12 / label
                          :D (v28 / label~e.40)
                          :A (v29 / label
                                  :R (v40 / label~e.41)
                                  :C (v41 / label~e.42))
                          :S (v30 / label~e.43)))
           :D (v4 / label~e.10)
           :P (v5 / label~e.11)
           :A (v6 / label~e.12)))
