# ::id 2078003
# ::tok Да вот так . Планета делает полный оборот за одну минуту , и у меня нет ни секунды передышки . Каждую минуту я гашу фонарь и опять его зажигаю . -
# ::alignments 0-1.1.3.9.1 1-1.1.3.9.2 2-1.1.3.9.3 4-1.1.3.10.1 6-1.1.3.10.3 7-1.1.3.10.2.2 8-1.1.3.10.4.1 9-1.1.3.10.4.2 10-1.1.3.10.4.3 12-1.1.3.1 13-1.1.3.2.1.1 14-1.1.3.2.1.2 15-1.1.3.2.2 16-1.1.3.2.3.1 17-1.1.3.2.3.2 18-1.1.3.2.4 20-1.1.3.3.1.1 21-1.1.3.3.1.2 22-1.1.3.3.2 23-1.1.3.3.3 24-1.1.3.3.4 25-1.1.3.4 26-1.1.3.5.1 27-1.1.3.5.2 28-1.1.3.5.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label)
           :P (v4 / label)
           :A (v5 / label
                  :L (v6 / label~e.12)
                  :H (v7 / label
                         :A (v13 / label
                                 :R (v31 / label~e.13)
                                 :C (v32 / label~e.14))
                         :D (v14 / label~e.15)
                         :T (v15 / label
                                 :Q (v33 / label~e.16)
                                 :C (v34 / label~e.17))
                         :P (v16 / label~e.18))
                  :H (v8 / label
                         :T (v17 / label
                                 :Q (v35 / label~e.20)
                                 :C (v36 / label~e.21))
                         :A (v18 / label~e.22)
                         :P (v19 / label~e.23)
                         :A (v20 / label~e.24))
                  :L (v9 / label~e.25)
                  :H (v10 / label
                          :D (v21 / label~e.26)
                          :A (v22 / label~e.27)
                          :P (v23 / label~e.28)
                          :T v17
                          :A v18)
                  :H (v11 / label
                          :G (v24 / label~e.0)
                          :A (v25 / label~e.1)
                          :S (v26 / label~e.2))
                  :H (v12 / label
                          :A (v27 / label~e.4)
                          :P (v28 / label
                                  :C (v37 / label~e.7))
                          :D (v29 / label~e.6)
                          :T (v30 / label
                                  :R (v38 / label~e.8)
                                  :Q (v39 / label~e.9)
                                  :C (v40 / label~e.10))))))
