# ::id 2069001
# ::tok Тогда суди сам себя , - сказал король . - Это самое трудное . Себя судить куда труднее , чем других . Если ты сумеешь правильно судить себя , значит , ты поистине мудр . -
# ::alignments 0-1.1.4.1 1-1.1.4.2.2 2-1.1.4.2.2 3-1.1.4.2.2 6-1.1.6 7-1.1.7.1 10-1.1.4.3.1 11-1.1.4.3.2 12-1.1.4.3.3 14-1.1.4.4.1.1 15-1.1.4.4.1.1 16-1.1.4.4.2 17-1.1.4.4.3 19-1.1.4.5 20-1.1.4.6.1.2 22-1.1.4.7 23-1.1.4.8.1 24-1.1.4.8.2 25-1.1.4.8.3 26-1.1.4.8.4 27-1.1.4.8.4 29-1.1.4.9 31-1.1.4.10.1 32-1.1.4.10.2 33-1.1.4.10.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :L (v6 / label~e.0)
                  :H (v7 / label
                         :A (v17 / label)
                         :P (v18 / label~e.1,2,3))
                  :H (v8 / label
                         :A (v19 / label~e.10)
                         :D (v20 / label~e.11)
                         :S (v21 / label~e.12))
                  :H (v9 / label
                         :A (v22 / label
                                 :P (v33 / label~e.14,15))
                         :D (v23 / label~e.16)
                         :S (v24 / label~e.17))
                  :L (v10 / label~e.19)
                  :H (v11 / label
                          :A (v25 / label
                                  :P (v34 / label)
                                  :A (v35 / label~e.20))
                          :S v24)
                  :L (v12 / label~e.22)
                  :H (v13 / label
                          :A (v26 / label~e.23)
                          :D (v27 / label~e.24)
                          :D (v28 / label~e.25)
                          :P (v29 / label~e.26,27))
                  :L (v14 / label~e.29)
                  :H (v15 / label
                          :A (v30 / label~e.31)
                          :D (v31 / label~e.32)
                          :S (v32 / label~e.33)))
           :P (v4 / label~e.6)
           :A (v5 / label
                  :A (v16 / label~e.7))))
