# ::id 2037017
# ::tok Я говорил с ними об игре в бридж и гольф , о политике и о галстуках .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1 3-1.1.3.2 4-1.1.4.4.1 5-1.1.4.4.2 6-1.1.4.4.3.1 7-1.1.4.4.3.2.1 8-1.1.4.4.3.2.2 9-1.1.4.4.3.2.3 11-1.1.4.5.1 12-1.1.4.5.2 13-1.1.4.1 14-1.1.4.2.1 15-1.1.4.2.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :P (v4 / label~e.1)
           :A (v5 / label
                  :R (v7 / label~e.2)
                  :C (v8 / label~e.3))
           :A (v6 / label
                  :N (v9 / label~e.13)
                  :C (v10 / label
                          :R (v13 / label~e.14)
                          :C (v14 / label~e.15))
                  :C (v11 / label
                          :R (v15 / label~e.4)
                          :C (v16 / label~e.5)
                          :E (v17 / label
                                  :R (v20 / label~e.6)
                                  :C (v21 / label
                                          :C (v22 / label~e.7)
                                          :N (v23 / label~e.8)
                                          :C (v24 / label~e.9))))
                  :C (v12 / label
                          :R (v18 / label~e.11)
                          :C (v19 / label~e.12)))))
