# ::id 2108011
# ::tok Ты что - то задумал и не говоришь мне ... Но он не ответил . -
# ::alignments 0-1.1.3.1.1 1-1.1.3.1.2 3-1.1.3.1.2 4-1.1.3.1.3 5-1.1.3.2 6-1.1.3.3.1 7-1.1.3.3.2 8-1.1.3.3.3 10-1.2 11-1.3.4 12-1.3.5 13-1.3.1
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label)
           :P (v6 / label)
           :A (v7 / label
                  :H (v11 / label
                          :A (v14 / label~e.0)
                          :A (v15 / label~e.1,3)
                          :P (v16 / label~e.4))
                  :L (v12 / label~e.5)
                  :H (v13 / label
                          :D (v17 / label~e.6)
                          :P (v18 / label~e.7)
                          :A (v19 / label~e.8)
                          :A v14)))
    :L (v3 / label~e.10)
    :H (v4 / label
           :P (v8 / label~e.13)
           :A (v9 / label~e.11)
           :D (v10 / label~e.12)))
