# ::id 2074009
# ::tok Пятьсот один миллион шестьсот двадцать две тысячи семьсот тридцать одна . Я человек серьезный , я люблю точность . -
# ::alignments 0-1.1.3.4.2.2 1-1.1.3.4.2.2 2-1.1.3.4.2.2 3-1.1.3.4.2.2 4-1.1.3.4.2.2 5-1.1.3.4.2.2 6-1.1.3.4.2.2 7-1.1.3.4.2.2 8-1.1.3.4.2.2 9-1.1.3.4.2.2 11-1.1.3.5.2 12-1.1.3.5.3.1 13-1.1.3.5.3.2.2 15-1.1.3.1.1 16-1.1.3.1.2 17-1.1.3.1.3.1
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label)
           :P (v4 / label)
           :A (v5 / label
                  :H (v6 / label
                         :A (v9 / label~e.15)
                         :P (v10 / label~e.16)
                         :A (v11 / label
                                 :S (v17 / label~e.17)))
                  :H (v7 / label
                         :S (v12 / label)
                         :A (v13 / label
                                 :C (v18 / label)
                                 :Q (v19 / label~e.0,1,2,3,4,5,6,7,8,9)))
                  :H (v8 / label
                         :S (v14 / label)
                         :A (v15 / label~e.11)
                         :A (v16 / label
                                 :C (v20 / label~e.12)
                                 :E (v21 / label
                                         :A v20
                                         :S (v22 / label~e.13)))))))
