# ::id 2093002
# ::tok И вот перед ним пять тысяч точно таких же цветов в одном только саду ! "
# ::alignments 0-1.1 1-1.2 2-1.3.4.1 3-1.3.4.2 4-1.3.5.1.1 5-1.3.5.1.2 6-1.3.5.2.2 7-1.3.5.2.3 9-1.3.5.3 10-1.3.2.1 11-1.3.2.2 12-1.3.2.3 13-1.3.2.4
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :L (v3 / label~e.1)
    :H (v4 / label
           :A (v5 / label
                  :R (v9 / label~e.10)
                  :Q (v10 / label~e.11)
                  :E (v11 / label~e.12)
                  :C (v12 / label~e.13))
           :S (v6 / label)
           :A (v7 / label
                  :R (v13 / label~e.2)
                  :C (v14 / label~e.3))
           :A (v8 / label
                  :Q (v15 / label
                          :Q (v18 / label~e.4)
                          :C (v19 / label~e.5))
                  :E (v16 / label
                          :A (v17 / label~e.9)
                          :D (v20 / label~e.6)
                          :S (v21 / label~e.7))
                  :C v17)))
